title,category,soc,median_pay_annual,entry_education,num_jobs_2024,exposure,exposure_rationale,karpathy_normalized,openai_beta,openai_alpha,human_beta,anthropic_observed,frey_osborne_prob,theory_reality_gap,llm_shift,consensus_score,n_sources,disagreement
Pest control workers,building-and-grounds-cleaning,37-2021,44730.0,High school diploma or equivalent,102400.0,2,"The core of this occupation is highly physical, requiring workers to crawl into tight spaces, set manual traps, and apply chemicals in unpredictable real-world environments. While AI may assist with peripheral tasks like route optimization, pest identification from photos, or automated billing, the primary labor cannot be performed digitally or remotely.",0.2,0.25,0.1666666666666666,0.2291666666666666,0.046,0.66,0.20400000000000001,-0.46,0.16533333333333333,3,0.20400000000000001
Petroleum engineers,architecture-and-engineering,17-2171,141280.0,Bachelor's degree,19600.0,6,"Petroleum engineering involves significant digital knowledge work, such as reservoir modeling, data analysis, and drilling simulation, which are highly susceptible to AI-driven optimization and automation. However, the role remains anchored by the necessity of physical site visits to remote or offshore locations to oversee equipment installation and troubleshoot real-world mechanical issues that AI cannot physically address.",0.6,0.5277777777777778,0.1666666666666666,0.4305555555555555,0.0,0.16,0.5277777777777778,0.43999999999999995,0.37592592592592594,3,0.6
Pharmacists,healthcare,29-1051,137480.0,Doctoral or professional degree,335100.0,5,"Pharmacists face moderate exposure because their core knowledge-based tasks—checking drug interactions, verifying dosages, and analyzing patient records—are highly susceptible to AI automation and digital optimization. However, the role remains anchored by physical requirements such as administering immunizations, performing clinical rounds, and providing real-time, empathetic patient counseling that requires human trust and physical presence.",0.5,0.4285714285714285,0.1142857142857142,0.3999999999999999,0.0896,0.012,0.3389714285714285,0.488,0.3393904761904762,3,0.4104
Pharmacy technicians,healthcare,29-2052,43460.0,High school diploma or equivalent,490400.0,4,"The role involves a significant amount of physical labor, such as measuring medications, packaging prescriptions, and interacting with patients in person, which provides a buffer against full automation. However, AI and automated dispensing systems are highly capable of handling the information-processing tasks like insurance claims, inventory management, and prescription data entry, which constitute a large portion of the daily workload.",0.4,0.4264705882352941,0.2941176470588235,0.4264705882352941,0.0735,0.92,0.3529705882352941,-0.52,0.29999019607843136,3,0.3529705882352941
Phlebotomists,healthcare,31-9097,43660.0,Postsecondary nondegree award,139700.0,2,"The core of the job is a highly tactile, physical procedure (venipuncture) performed on human patients in unpredictable clinical settings, which is resistant to AI automation. While AI can assist with peripheral tasks like data entry, sample tracking, and scheduling, the primary value of the role lies in manual dexterity and providing interpersonal emotional support to anxious patients.",0.2,0.1829268292682926,0.1463414634146341,0.1097560975609756,0.0,,0.1829268292682926,,0.12764227642276418,3,0.2
Photographers,media-and-communication,27-4021,42520.0,High school diploma or equivalent,151200.0,7,"Photography is a hybrid role where the physical act of capturing real-world events (weddings, news, portraits) provides a buffer, but the digital output is highly vulnerable to AI. Generative AI can now create high-quality commercial and stock imagery from scratch and automate complex post-production tasks, significantly reducing the billable hours and demand for professional photographers in commercial and creative sectors.",0.7,0.3854166666666666,0.0416666666666666,0.21875,0.195,0.021,0.19041666666666657,0.6789999999999999,0.4268055555555555,3,0.5049999999999999
Physical therapist assistants and aides,healthcare,31-2020,60050.0,See How to Become One,157100.0,3,"The core of this occupation involves physical, hands-on work such as massage, stretching, and assisting patients with mobility, which AI cannot perform. While AI can streamline peripheral tasks like scheduling, documentation, and exercise plan generation, the requirement for real-time human presence and physical dexterity creates a strong barrier to automation.",0.3,,,,,,,,0.3,1,
Physical therapists,healthcare,29-1123,101020.0,Doctoral or professional degree,267200.0,3,"The core of physical therapy involves manual manipulation, physical assistance, and real-time observation of human movement in a physical environment, which AI cannot replicate. While AI can assist with administrative tasks, medical history review, and generating personalized exercise plans, the high level of physical dexterity and interpersonal empathy required limits its overall exposure.",0.3,0.1914893617021276,0.0851063829787234,0.3404255319148936,0.0174,0.021,0.1740893617021276,0.27899999999999997,0.16962978723404254,3,0.28259999999999996
Physician assistants,healthcare,29-1071,133260.0,Master's degree,162700.0,5,"Physician assistants perform a mix of high-level knowledge work and physical clinical tasks. While AI will significantly augment diagnostic accuracy, treatment planning, and administrative documentation, the role requires physical presence for examinations, surgical procedures, and hands-on treatments like stitching wounds, as well as complex interpersonal counseling that is difficult to automate.",0.5,0.2708333333333333,0.0,0.1101190476190476,0.0,0.14,0.2708333333333333,0.36,0.2569444444444444,3,0.5
Physicians and surgeons,healthcare,,239200.0,Doctoral or professional degree,839000.0,5,"Physicians and surgeons have moderate exposure because while AI can significantly automate digital tasks like diagnostic image interpretation (radiology), medical history analysis, and treatment planning, the core of the job requires physical presence, manual dexterity for procedures, and complex interpersonal communication. The high-stakes nature of medical liability and the need for human empathy in patient care provide a natural barrier to full automation, though AI will drastically increase productivity in information-heavy specialties.",0.5,,,,,,,,0.5,1,
Physicists and astronomers,life-physical-and-social-science,19-2010,166290.0,Doctoral or professional degree,26400.0,7,"Physicists and astronomers perform high-level knowledge work that is increasingly digital, including data analysis, mathematical modeling, and software development. While AI significantly accelerates data processing and literature review, the core requirements of original theoretical innovation, experimental design, and complex physical-world problem solving provide a buffer against full automation.",0.7,,,,,,,,0.7,1,
